file,energy_before_eV,energy_after_eV,natoms,relaxed_cif
struct_0759.cif,-160.04004,-160.06837,20,struct_0759_relaxed.cif
struct_0760.cif,-40.030712,-40.03253,5,struct_0760_relaxed.cif
struct_0761.cif,-41.796062,-41.839153,6,struct_0761_relaxed.cif
struct_0762.cif,-66.697716,-66.72854,8,struct_0762_relaxed.cif
struct_0763.cif,-120.52302,-120.6959,16,struct_0763_relaxed.cif
struct_0764.cif,-80.01939,-80.03652,10,struct_0764_relaxed.cif
struct_0765.cif,-28.473236,-28.479156,4,struct_0765_relaxed.cif
struct_0766.cif,-28.23656,-28.250828,4,struct_0766_relaxed.cif
struct_0767.cif,-28.478725,-28.482475,4,struct_0767_relaxed.cif
struct_0768.cif,-62.99515,-63.016457,9,struct_0768_relaxed.cif
struct_0769.cif,-79.89167,-79.91527,10,struct_0769_relaxed.cif
struct_0770.cif,-38.893837,-43.48565,6,struct_0770_relaxed.cif
struct_0771.cif,-41.797398,-41.836983,6,struct_0771_relaxed.cif
struct_0772.cif,-123.80153,-128.10437,18,struct_0772_relaxed.cif
struct_0773.cif,-68.32788,-68.43791,9,struct_0773_relaxed.cif
struct_0774.cif,-67.1739,-68.22257,10,struct_0774_relaxed.cif
struct_0775.cif,-34.034687,-34.980995,8,struct_0775_relaxed.cif
struct_0776.cif,-83.47676,-83.53533,12,struct_0776_relaxed.cif
struct_0777.cif,-85.01977,-85.04461,12,struct_0777_relaxed.cif
struct_0778.cif,-28.475666,-28.477869,4,struct_0778_relaxed.cif
struct_0779.cif,-150.55388,-150.60164,20,struct_0779_relaxed.cif
struct_0780.cif,-83.71051,-84.17198,14,struct_0780_relaxed.cif
struct_0781.cif,-91.5617,-91.61024,12,struct_0781_relaxed.cif
struct_0782.cif,-28.453386,-28.454763,4,struct_0782_relaxed.cif
struct_0783.cif,-121.98147,-122.01283,16,struct_0783_relaxed.cif
struct_0784.cif,-92.28117,-92.28413,12,struct_0784_relaxed.cif
struct_0785.cif,-41.604042,-41.726765,6,struct_0785_relaxed.cif
struct_0786.cif,-93.34825,-93.409325,13,struct_0786_relaxed.cif
struct_0787.cif,-56.81373,-56.910778,8,struct_0787_relaxed.cif
struct_0788.cif,-28.277279,-28.284483,4,struct_0788_relaxed.cif
struct_0789.cif,-37.814457,-37.919292,6,struct_0789_relaxed.cif
struct_0790.cif,-40.033474,-40.034683,5,struct_0790_relaxed.cif
struct_0791.cif,-41.640022,-41.719624,7,struct_0791_relaxed.cif
struct_0792.cif,-46.35431,-46.377235,6,struct_0792_relaxed.cif
struct_0793.cif,-52.19814,-52.19969,7,struct_0793_relaxed.cif
struct_0794.cif,-67.27268,-67.3631,9,struct_0794_relaxed.cif
struct_0795.cif,-66.630714,-66.642075,8,struct_0795_relaxed.cif
struct_0796.cif,-51.93999,-54.225773,8,struct_0796_relaxed.cif
struct_0797.cif,-28.231037,-28.24577,4,struct_0797_relaxed.cif
struct_0798.cif,-92.27912,-92.284164,12,struct_0798_relaxed.cif
struct_0799.cif,-28.481655,-28.484411,4,struct_0799_relaxed.cif
struct_0800.cif,-43.65023,-43.756004,6,struct_0800_relaxed.cif
